redirect_type,old_path,new_slug,redirect_target,redirect_rule,notes,old_url
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v3-6-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v3-6-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v3-6-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v3-7-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v3-7-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v3-7-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v3-8-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v3-8-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v3-8-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v3-9-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v3-9-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v3-9-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v4-0-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v4-0-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v4-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v4-1-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v4-1-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v4-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v4-2-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v4-2-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v4-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/centos/v4-3-x,installation/upgrade-instructions/centos,/docs/installation/upgrade-instructions/centos/,/docs/user-guide/install/upgrade-instructions/centos/v4-3-x/ /docs/installation/upgrade-instructions/centos/ 301,CE CentOS upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/centos/v4-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-0-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-0-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-1-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-1-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-2-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-2-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-3-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-3-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-4-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-4-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-4-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-5-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-5-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-5-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-6-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-6-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-6-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-7-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-7-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-7-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-8-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-8-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-8-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v3-9-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v3-9-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v3-9-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v4-0-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v4-0-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v4-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v4-1-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v4-1-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v4-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v4-2-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v4-2-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v4-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker-compose/v4-3-x,installation/upgrade-instructions/docker-compose,/docs/installation/upgrade-instructions/docker-compose/,/docs/user-guide/install/upgrade-instructions/docker-compose/v4-3-x/ /docs/installation/upgrade-instructions/docker-compose/ 301,CE Docker Compose upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker-compose/v4-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-0-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-0-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-1-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-1-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-2-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-2-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-3-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-3-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-4-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-4-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-4-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-5-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-5-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-5-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-6-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-6-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-6-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-7-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-7-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-7-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-8-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-8-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-8-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v3-9-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v3-9-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v3-9-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v4-0-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v4-0-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v4-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v4-1-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v4-1-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v4-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v4-2-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v4-2-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v4-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/docker/v4-3-x,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/docker/v4-3-x/ /docs/installation/upgrade-instructions/docker/ 301,CE Docker upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/docker/v4-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/old-upgrade-instructions,installation/upgrade-instructions/docker,/docs/installation/upgrade-instructions/docker/,/docs/user-guide/install/upgrade-instructions/old-upgrade-instructions/ /docs/installation/upgrade-instructions/docker/ 301,Old upgrade instructions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/old-upgrade-instructions/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-0-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-0-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-1-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-1-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-2-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-2-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-3-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-3-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-4-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-4-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-4-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-5-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-5-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-5-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-6-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-6-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-6-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-7-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-7-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-7-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-8-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-8-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-8-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v3-9-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v3-9-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v3-9-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v4-0-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v4-0-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v4-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v4-1-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v4-1-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v4-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v4-2-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v4-2-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v4-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/ubuntu/v4-3-x,installation/upgrade-instructions/ubuntu,/docs/installation/upgrade-instructions/ubuntu/,/docs/user-guide/install/upgrade-instructions/ubuntu/v4-3-x/ /docs/installation/upgrade-instructions/ubuntu/ 301,CE Ubuntu upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/ubuntu/v4-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-0-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-0-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-1-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-1-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-2-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-2-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-3-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-3-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-3-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-4-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-4-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-4-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-5-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-5-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-5-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-6-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-6-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-6-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-7-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-7-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-7-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-8-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-8-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-8-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v3-9-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v3-9-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-9-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v4-0-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v4-0-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-0-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v4-1-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v4-1-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-1-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v4-2-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v4-2-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-2-x/
CONSOLIDATED,user-guide/install/upgrade-instructions/windows/v4-3-x,installation/upgrade-instructions/windows,/docs/installation/upgrade-instructions/windows/,/docs/user-guide/install/upgrade-instructions/windows/v4-3-x/ /docs/installation/upgrade-instructions/windows/ 301,CE Windows upgrade versions consolidated,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-3-x/
PATTERN,user-guide/rule-engine-2-0/nodes/action/add-to-group,reference/rule-engine/nodes/action/add-to-group,/docs/reference/rule-engine/nodes/action/add-to-group/,/docs/user-guide/rule-engine-2-0/nodes/action/add-to-group/ /docs/reference/rule-engine/nodes/action/add-to-group/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/add-to-group/
PATTERN,user-guide/rule-engine-2-0/nodes/action/assign-to-customer,reference/rule-engine/nodes/action/assign-to-customer,/docs/reference/rule-engine/nodes/action/assign-to-customer/,/docs/user-guide/rule-engine-2-0/nodes/action/assign-to-customer/ /docs/reference/rule-engine/nodes/action/assign-to-customer/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/assign-to-customer/
PATTERN,user-guide/rule-engine-2-0/nodes/action/calculated-fields,reference/rule-engine/nodes/action/calculated-fields,/docs/reference/rule-engine/nodes/action/calculated-fields/,/docs/user-guide/rule-engine-2-0/nodes/action/calculated-fields/ /docs/reference/rule-engine/nodes/action/calculated-fields/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/calculated-fields/
PATTERN,user-guide/rule-engine-2-0/nodes/action/change-owner,reference/rule-engine/nodes/action/change-owner,/docs/reference/rule-engine/nodes/action/change-owner/,/docs/user-guide/rule-engine-2-0/nodes/action/change-owner/ /docs/reference/rule-engine/nodes/action/change-owner/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/change-owner/
PATTERN,user-guide/rule-engine-2-0/nodes/action/clear-alarm,reference/rule-engine/nodes/action/clear-alarm,/docs/reference/rule-engine/nodes/action/clear-alarm/,/docs/user-guide/rule-engine-2-0/nodes/action/clear-alarm/ /docs/reference/rule-engine/nodes/action/clear-alarm/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/clear-alarm/
PATTERN,user-guide/rule-engine-2-0/nodes/action/copy-to-view,reference/rule-engine/nodes/action/copy-to-view,/docs/reference/rule-engine/nodes/action/copy-to-view/,/docs/user-guide/rule-engine-2-0/nodes/action/copy-to-view/ /docs/reference/rule-engine/nodes/action/copy-to-view/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/copy-to-view/
PATTERN,user-guide/rule-engine-2-0/nodes/action/create-alarm,reference/rule-engine/nodes/action/create-alarm,/docs/reference/rule-engine/nodes/action/create-alarm/,/docs/user-guide/rule-engine-2-0/nodes/action/create-alarm/ /docs/reference/rule-engine/nodes/action/create-alarm/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/create-alarm/
PATTERN,user-guide/rule-engine-2-0/nodes/action/create-relation,reference/rule-engine/nodes/action/create-relation,/docs/reference/rule-engine/nodes/action/create-relation/,/docs/user-guide/rule-engine-2-0/nodes/action/create-relation/ /docs/reference/rule-engine/nodes/action/create-relation/ 301,,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/create-relation/
